Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
Skoda Superb,2011-10,Sedanas,3 600 €,Dyzelinas,Automatinė,"2.0 l., 103 kW",400 260 km,Akmenė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2011-dyzelinas-29775645.html
Skoda Octavia,2010-10,Universalas,3 550 €,Dyzelinas,Automatinė,"2.0 l., 103 kW",261 119 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2010-dyzelinas-29968837.html
Skoda Octavia,2010-11,Hečbekas,3 650 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",297 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2010-dyzelinas-30022413.html
Skoda Octavia,2008-07,Hečbekas,3 800 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",289 005 km,Pasvalys,https://autoplius.lt/skelbimai/skoda-octavia-1-9-l-hecbekas-2008-dyzelinas-29801247.html
Skoda Octavia Scout,2009,Universalas,3 150 €,Benzinas,Mechaninė,"1.8 l., 118 kW",219 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-scout-1-8-l-universalas-2009-benzinas-30063783.html
Skoda Superb,2011-08,Universalas,3 000 €,Benzinas,Mechaninė,"1.8 l., 118 kW",272 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-8-l-universalas-2011-benzinas-29698273.html
Skoda Octavia,2018-07,Universalas,3 199 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",200 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2018-dyzelinas-30022143.html
Skoda Rapid,2017,Hečbekas,3 100 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",260 000 km,Biržai,https://autoplius.lt/skelbimai/skoda-rapid-1-6-l-hecbekas-2017-dyzelinas-30053771.html
Skoda Octavia,2013-05,Hečbekas,3 000 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",259 700 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2013-dyzelinas-29107807.html
Skoda Octavia,2012-01,Universalas,3 200 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",270 800 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2012-dyzelinas-29658787.html
Skoda Octavia,2013-11,Universalas,3 700 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",270 000 km,Pasvalys,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2013-dyzelinas-29163607.html
Skoda Octavia,2010-06,Hečbekas,3 900 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",278 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2010-dyzelinas-29871982.html
Skoda Octavia,2011-09,Universalas,3 900 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",331 800 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2011-dyzelinas-29228996.html
Skoda Octavia,2015-06,Sedanas,3 500 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",404 292 km,Tauragė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-sedanas-2015-dyzelinas-30029185.html
Skoda Octavia,2011,Hečbekas,3 250 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",266 000 km,Biržai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2011-dyzelinas-29760775.html
Skoda Octavia,2010-06,Universalas,3 550 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",292 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2010-dyzelinas-29988509.html
Skoda Octavia,2011,Universalas,3 200 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",300 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2011-dyzelinas-28995175.html
Skoda Octavia,2010-10,Universalas,3 100 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",341 597 km,Anykščiai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2010-dyzelinas-30009033.html
Skoda Octavia,2013-08,Universalas,3 250 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",280 545 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2013-dyzelinas-30026879.html
Skoda Octavia,2012-05,Universalas,3 250 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",285 674 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2012-dyzelinas-30047833.html
Skoda Octavia,2010,Universalas,3 450 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",294 000 km,Biržai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2010-dyzelinas-29988699.html
Skoda Roomster,2011-10,Vienatūris,3 600 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",283 973 km,Utena,https://autoplius.lt/skelbimai/skoda-roomster-1-6-l-vienaturis-2011-dyzelinas-30022121.html
Skoda Octavia,2012-10,Sedanas,3 200 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",330 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-sedanas-2012-dyzelinas-29555181.html
Skoda Octavia,2013-12,Universalas,3 333 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",280 688 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2013-dyzelinas-30066615.html
Skoda Rapid,2013-02,Sedanas,3 650 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",104 000 km,Skaudvilė,https://autoplius.lt/skelbimai/skoda-rapid-1-6-l-sedanas-2013-dyzelinas-29472400.html
Skoda Octavia,2010-12,Universalas,3 750 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",260 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2010-dyzelinas-30035945.html
Skoda Octavia,2012-02,Universalas,3 900 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",280 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2012-dyzelinas-30077367.html
Skoda Octavia,2012-09,Hečbekas,3 000 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",310 586 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2012-dyzelinas-29793011.html
Skoda Superb,2011-11,Universalas,3 600 €,Dyzelinas,Mechaninė,"1.6 l., 76 kW",300 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2011-dyzelinas-29832064.html
Skoda Roomster,2012-01,Vienatūris,3 750 €,Dyzelinas,Mechaninė,"1.6 l., 66 kW",270 700 km,Alytus,https://autoplius.lt/skelbimai/skoda-roomster-1-6-l-vienaturis-2012-dyzelinas-29410370.html
Skoda Fabia Scout,2012-03,Universalas,3 600 €,Dyzelinas,Mechaninė,"1.6 l., 66 kW",265 873 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-fabia-scout-1-6-l-universalas-2012-dyzelinas-30066151.html
Skoda Fabia,2012-03,Universalas,3 600 €,Dyzelinas,Mechaninė,"1.6 l., 66 kW",265 873 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-fabia-1-6-l-universalas-2012-dyzelinas-30066533.html
Skoda Octavia,2008-07,Sedanas,3 350 €,Benzinas,Mechaninė,"1.6 l.,",208 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-sedanas-2008-benzinas-29563607.html
Skoda Superb,2009-09,Sedanas,3 050 €,Benzinas,Mechaninė,"1.4 l., 92 kW",160 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-sedanas-2009-benzinas-27950681.html
Skoda Octavia,2012-07,Universalas,3 590 €,Benzinas,Mechaninė,"1.4 l., 90 kW",236 745 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2012-benzinas-30050733.html
Skoda Fabia,2015,Universalas,3 600 €,Dyzelinas,Mechaninė,"1.4 l., 77 kW",140 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-1-4-l-universalas-2015-dyzelinas-29859232.html
Skoda Fabia,2015,Hečbekas,3 700 €,Benzinas,Mechaninė,"1.2 l., 81 kW",249 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-fabia-1-2-l-hecbekas-2015-benzinas-29556091.html
Skoda Octavia,2014-02,Hečbekas,3 750 €,Benzinas,Mechaninė,"1.2 l., 77 kW",201 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-octavia-1-2-l-hecbekas-2014-benzinas-30046845.html
Skoda Fabia,2011-03,Hečbekas,3 250 €,Benzinas,Automatinė,"1.2 l., 77 kW",246 150 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-1-2-l-hecbekas-2011-benzinas-29723577.html
Skoda Octavia,2014-08,Universalas,3 990 €,Benzinas,Mechaninė,"1.2 l., 77 kW",269 110 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-1-2-l-universalas-2014-benzinas-30019409.html
Skoda Octavia,2011-03,Universalas,3 700 €,Benzinas,Automatinė,"1.2 l., 77 kW",288 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-2-l-universalas-2011-benzinas-30051691.html
Skoda Rapid,2014-05,Hečbekas,3 999 €,Benzinas,Mechaninė,"1.2 l., 77 kW",190 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-rapid-1-2-l-hecbekas-2014-benzinas-29643121.html
Skoda Rapid,2015-08,Universalas,3 000 €,Benzinas,Mechaninė,"1.2 l., 66 kW",210 500 km,Kaunas,https://autoplius.lt/skelbimai/skoda-rapid-1-2-l-universalas-2015-benzinas-29512858.html
Skoda Rapid,2015-02,Hečbekas,3 700 €,Benzinas,Mechaninė,"1.2 l., 63 kW",284 385 km,Jonava,https://autoplius.lt/skelbimai/skoda-rapid-1-2-l-hecbekas-2015-benzinas-30033567.html
Skoda Roomster,2012-04,Komercinis,3 267 €,Dyzelinas,Mechaninė,"1.2 l., 55 kW",304 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-roomster-1-2-l-komercinis-2012-dyzelinas-29162663.html
Skoda Citigo,2015-12,Hečbekas,3 650 €,Benzinas,Mechaninė,"1.0 l., 44 kW",130 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-citigo-1-0-l-hecbekas-2015-benzinas-29965975.html
Skoda Citigo,2017-08,Hečbekas,3 950 €,Benzinas,Mechaninė,"1.0 l., 44 kW",156 000 km,Rokiškis,https://autoplius.lt/skelbimai/skoda-citigo-1-0-l-hecbekas-2017-benzinas-29605875.html
Skoda Octavia,2014-06,Sedanas,4 900 €,Dyzelinas,Mechaninė,,286 447 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-sedanas-2014-dyzelinas-30076623.html
Skoda Octavia,2016-07,Universalas,4 700 €,Benzinas / dujos,Mechaninė,,151 000 km,Plungė,https://autoplius.lt/skelbimai/skoda-octavia-universalas-2016-benzinas-dujos-27872301.html
Skoda Fabia,2015,Universalas,4 900 €,Benzinas,Mechaninė,66 kW,132 661 km,Kelmė,https://autoplius.lt/skelbimai/skoda-fabia-universalas-2015-benzinas-28113440.html
Skoda Yeti,2011-11,Visureigis / Krosoveris,4 000 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",238 000 km,Molėtai,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2011-dyzelinas-30000943.html
Skoda Yeti,2014-04,Visureigis / Krosoveris,4 990 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",244 542 km,Vilnius,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2014-dyzelinas-28316322.html
Skoda Octavia,2011-03,Universalas,4 700 €,Benzinas,Automatinė,"2.0 l., 147 kW",236 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2011-benzinas-29750523.html
Skoda Octavia,2007-07,Hečbekas,4 200 €,Dyzelinas,Mechaninė,"2.0 l., 125 kW",400 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2007-dyzelinas-29812561.html
Skoda Superb,2011-02,Universalas,4 600 €,Dyzelinas,Automatinė,"2.0 l., 125 kW",368 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2011-dyzelinas-29628449.html
Skoda Octavia,2009-12,Universalas,4 250 €,Dyzelinas,Mechaninė,"2.0 l., 125 kW",265 107 km,Prienai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2009-dyzelinas-30010345.html
Skoda Superb,2013-10,Sedanas,4 700 €,Dyzelinas,Automatinė,"2.0 l., 125 kW",199 600 km,Trakai,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2013-dyzelinas-30055567.html
Skoda Superb,2012-09,Universalas,4 000 €,Dyzelinas,Mechaninė,"2.0 l., 125 kW",439 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2012-dyzelinas-29482290.html
Skoda Superb,2015-08,Universalas,4 800 €,Dyzelinas,Automatinė,"2.0 l., 125 kW",350 000 km,Kelmė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2015-dyzelinas-29810731.html
Skoda Octavia,2016-04,Universalas,4 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2016-dyzelinas-29745451.html
Skoda Superb,2009,Hečbekas,4 650 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",285 930 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2009-dyzelinas-30076671.html
Skoda Superb,2013-11,Universalas,4 800 €,Dyzelinas,Automatinė,"2.0 l., 103 kW",310 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2013-dyzelinas-30002655.html
Skoda Yeti,2011-04,Visureigis / Krosoveris,4 350 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",424 000 km,Biržai,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2011-dyzelinas-29969071.html
Skoda Superb,2010-04,Universalas,4 790 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",390 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2010-dyzelinas-30074277.html
Skoda Octavia,2013-04,Universalas,4 700 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",355 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2013-dyzelinas-28971467.html
Skoda Superb,2013-12,Universalas,4 500 €,Dyzelinas,Automatinė,"2.0 l., 103 kW",495 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2013-dyzelinas-29550177.html
Skoda Superb,2011-08,Universalas,4 850 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",269 000 km,Plungė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2011-dyzelinas-29868916.html
Skoda Superb,2013-04,Sedanas,4 250 €,Dyzelinas,Automatinė,"2.0 l., 103 kW",349 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2013-dyzelinas-29851374.html
Skoda Superb,2012-12,Universalas,4 300 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",345 000 km,Plungė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2012-dyzelinas-28324020.html
Skoda Octavia,2012-10,Universalas,4 800 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",300 000 km,Kalvarija,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2012-dyzelinas-29738233.html
Skoda Octavia,2012-06,Hečbekas,4 500 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",325 365 km,Utena,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2012-dyzelinas-30074245.html
Skoda Yeti,2012,Visureigis / Krosoveris,4 100 €,Dyzelinas,Mechaninė,"2.0 l.,",300 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2012-dyzelinas-28912265.html
Skoda Octavia,2013-04,Universalas,4 850 €,Benzinas,Automatinė,"1.8 l., 118 kW",218 835 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-8-l-universalas-2013-benzinas-29575091.html
Skoda Octavia,2012-04,Universalas,4 200 €,Benzinas / dujos,Mechaninė,"1.8 l., 112 kW",189 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-8-l-universalas-2012-benzinas-dujos-29764721.html
Skoda Superb,2016,Universalas,4 750 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",375 440 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2016-dyzelinas-30070913.html
Skoda Octavia,2015-08,Universalas,4 150 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",275 272 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2015-dyzelinas-27607017.html
Skoda Superb,2020-10,Universalas,4 000 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",342 728 km,Kalvarija,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2020-dyzelinas-29372718.html
Skoda Octavia,2014-06,Hečbekas,4 700 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",210 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2014-dyzelinas-29820729.html
Skoda Superb,2013-01,Universalas,4 000 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",396 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2013-dyzelinas-28862427.html
Skoda Superb,2012-12,Universalas,4 200 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",340 000 km,Kalvarija,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2012-dyzelinas-29560601.html
Skoda Octavia,2014-10,Universalas,4 299 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",390 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2014-dyzelinas-29713363.html
Skoda Octavia,2014-01,Universalas,4 200 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",222 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2014-dyzelinas-29155455.html
Skoda Octavia,2013-06,Hečbekas,4 600 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",317 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2013-dyzelinas-29981541.html
Skoda Octavia,2013,Universalas,4 950 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",398 000 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2013-dyzelinas-30036427.html
Skoda Superb,2011-01,Universalas,4 400 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",224 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2011-dyzelinas-30022035.html
Skoda Octavia,2013-05,Universalas,4 950 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",298 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2013-dyzelinas-29559865.html
Skoda Octavia,2014,Hečbekas,4 750 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",200 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-hecbekas-2014-dyzelinas-29901906.html
Skoda Octavia,2010-05,Universalas,4 650 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",219 000 km,Telšiai,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2010-dyzelinas-26456460.html
Skoda Octavia,2012-06,Universalas,4 150 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",272 400 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-6-l-universalas-2012-dyzelinas-30063773.html
Skoda Superb,2011-07,Universalas,4 700 €,Dyzelinas,Mechaninė,"1.6 l., 76 kW",340 000 km,Raseiniai,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2011-dyzelinas-28928563.html
Skoda Rapid,2014-09,Sedanas,4 750 €,Dyzelinas,Automatinė,"1.6 l., 66 kW",240 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-rapid-1-6-l-sedanas-2014-dyzelinas-28456774.html
Skoda Rapid,2013-12,Hečbekas,4 990 €,Dyzelinas,Automatinė,"1.6 l., 66 kW",257 000 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-rapid-1-6-l-hecbekas-2013-dyzelinas-29835588.html
Skoda Yeti,2011-02,Visureigis / Krosoveris,4 850 €,Benzinas,Mechaninė,"1.4 l., 90 kW",233 377 km,Vilnius,https://autoplius.lt/skelbimai/skoda-yeti-1-4-l-visureigis-krosoveris-2011-benzinas-29977077.html
Skoda Octavia,2018-04,Sedanas,4 000 €,Benzinas / dujos,Automatinė,"1.4 l., 81 kW",60 000 km,"Ida-Virumaa, Estija",https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-sedanas-2018-benzinas-dujos-29981043.html
Skoda Fabia,2017,Hečbekas,4 900 €,Dyzelinas,Mechaninė,"1.4 l., 77 kW",244 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-fabia-1-4-l-hecbekas-2017-dyzelinas-29982179.html
Skoda Fabia,2015-05,Hečbekas,4 250 €,Dyzelinas,Mechaninė,"1.4 l., 66 kW",273 000 km,Vilkaviškis,https://autoplius.lt/skelbimai/skoda-fabia-1-4-l-hecbekas-2015-dyzelinas-29714565.html
Skoda Fabia,2015-07,Universalas,4 890 €,Dyzelinas,Mechaninė,"1.4 l., 66 kW",230 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-fabia-1-4-l-universalas-2015-dyzelinas-30021193.html
Skoda Rapid,2016-01,Hečbekas,4 500 €,Dyzelinas,Mechaninė,"1.4 l., 66 kW",142 777 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-rapid-1-4-l-hecbekas-2016-dyzelinas-29789117.html
Skoda Fabia,2017-01,Hečbekas,4 500 €,Dyzelinas,Mechaninė,"1.4 l., 66 kW",160 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-fabia-1-4-l-hecbekas-2017-dyzelinas-29848804.html
Skoda Fabia,2010,Hečbekas,4 150 €,Benzinas,Automatinė,"1.4 l., 132 kW",212 200 km,Vilnius,https://autoplius.lt/skelbimai/skoda-fabia-1-4-l-hecbekas-2010-benzinas-29501656.html
Skoda Octavia,2011,Universalas,4 399 €,Benzinas,Mechaninė,"1.2 l., 77 kW",133 300 km,Kelmė,https://autoplius.lt/skelbimai/skoda-octavia-1-2-l-universalas-2011-benzinas-29492162.html
Skoda Octavia,2011-12,Universalas,4 400 €,Benzinas,Mechaninė,"1.2 l., 77 kW",220 570 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-1-2-l-universalas-2011-benzinas-29867320.html
Skoda Octavia,2015-09,Universalas,4 950 €,Benzinas,Mechaninė,"1.2 l., 77 kW",190 000 km,Ukmergė,https://autoplius.lt/skelbimai/skoda-octavia-1-2-l-universalas-2015-benzinas-30031423.html
Skoda Octavia,2013-09,Universalas,4 800 €,Benzinas,Mechaninė,"1.2 l., 77 kW",248 100 km,Alytus,https://autoplius.lt/skelbimai/skoda-octavia-1-2-l-universalas-2013-benzinas-29721385.html
Skoda Yeti,2010-04,Visureigis / Krosoveris,4 200 €,Benzinas,Automatinė,"1.2 l., 77 kW",161 800 km,Vilnius,https://autoplius.lt/skelbimai/skoda-yeti-1-2-l-visureigis-krosoveris-2010-benzinas-29895666.html
Skoda Fabia,2019-08,Universalas,4 450 €,Benzinas,Mechaninė,"1.0 l., 70 kW",,Marijampolė,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-universalas-2019-benzinas-30034053.html
Skoda Fabia,2017,Universalas,4 800 €,Benzinas,Mechaninė,"1.0 l., 55 kW",176 784 km,Prienai,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-universalas-2017-benzinas-29563231.html
Skoda Citigo,2014-09,Hečbekas,4 400 €,Benzinas,Mechaninė,"1.0 l., 44 kW",88 405 km,Vilnius,https://autoplius.lt/skelbimai/skoda-citigo-1-0-l-hecbekas-2014-benzinas-27283647.html
Skoda Octavia,2013-05,Universalas,5 750 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",177 000 km,Utena,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2013-dyzelinas-29728697.html
Skoda Yeti,2014-12,Visureigis / Krosoveris,5 850 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",344 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2014-dyzelinas-30028403.html
Skoda Yeti,2015-02,Visureigis / Krosoveris,5 300 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",359 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2015-dyzelinas-29501712.html
Skoda Yeti,2011-11,Visureigis / Krosoveris,5 500 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",248 678 km,Kretinga,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2011-dyzelinas-29592041.html
Skoda Yeti,2015-08,Visureigis / Krosoveris,5 900 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",377 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-yeti-2-0-l-visureigis-krosoveris-2015-dyzelinas-29668235.html
Skoda Octavia,2010-02,Universalas,5 490 €,Benzinas,Automatinė,"2.0 l., 147 kW",281 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2010-benzinas-29881114.html
Skoda Superb,2011-01,Universalas,5 600 €,Dyzelinas,Automatinė,"2.0 l., 125 kW",299 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2011-dyzelinas-29790943.html
Skoda Octavia,2010,Universalas,5 499 €,Dyzelinas,Mechaninė,"2.0 l., 125 kW",329 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2010-dyzelinas-24350276.html
Skoda Octavia,2014-10,Universalas,5 400 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",252 369 km,Utena,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2014-dyzelinas-29392036.html
Skoda Octavia,2017-12,Universalas,5 000 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",628 700 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-29867088.html
